main item,sub item,region/currency,Period,waarde
Central government bonds,10 year,United states,2025-05,4.424
Central government bonds,10 year,Japan,2025-05,1.422
Central government bonds,10 year,Netherlands,2025-05,2.796
Call money,Eonia,Euro area,2001-01,4.7559
Call money,Eonia,Euro area,2001-02,4.993
Call money,Eonia,Euro area,2001-03,4.7814
Call money,Eonia,Euro area,2001-04,5.0642
Call money,Eonia,Euro area,2001-05,4.6536
Call money,Eonia,Euro area,2001-06,4.5386
Call money,Eonia,Euro area,2001-07,4.5055
Call money,Eonia,Euro area,2001-08,4.4913
Call money,Eonia,Euro area,2001-09,3.9865
Call money,Eonia,Euro area,2001-10,3.9713
Call money,Eonia,Euro area,2001-11,3.5073
Call money,Eonia,Euro area,2001-12,3.3389
Call money,Eonia,Euro area,2002-01,3.2936
Call money,Eonia,Euro area,2002-02,3.283
Call money,Eonia,Euro area,2002-03,3.264
Call money,Eonia,Euro area,2002-04,3.3162
Call money,Eonia,Euro area,2002-05,3.31
Call money,Eonia,Euro area,2002-06,3.3485
Call money,Eonia,Euro area,2002-07,3.3017
Call money,Eonia,Euro area,2002-08,3.2927
Call money,Eonia,Euro area,2002-09,3.3186
Call money,Eonia,Euro area,2002-10,3.3004
Call money,Eonia,Euro area,2002-11,3.3043
Call money,Eonia,Euro area,2002-12,3.0945
Call money,Eonia,Euro area,2003-01,2.7868
Call money,Eonia,Euro area,2003-02,2.7635
Call money,Eonia,Euro area,2003-03,2.749
Call money,Eonia,Euro area,2003-04,2.5605
Call money,Eonia,Euro area,2003-05,2.5571
Call money,Eonia,Euro area,2003-06,2.2133
Call money,Eonia,Euro area,2003-07,2.0783
Call money,Eonia,Euro area,2003-08,2.0981
Call money,Eonia,Euro area,2003-09,2.0209
Call money,Eonia,Euro area,2003-10,2.0148
Call money,Eonia,Euro area,2003-11,1.973
Call money,Eonia,Euro area,2003-12,2.0567
Call money,Eonia,Euro area,2004-01,2.0214
Call money,Eonia,Euro area,2004-02,2.0315
Call money,Eonia,Euro area,2004-03,2.0057
Call money,Eonia,Euro area,2004-04,2.078
Call money,Eonia,Euro area,2004-05,2.0152
Call money,Eonia,Euro area,2004-06,2.0277
Call money,Eonia,Euro area,2004-07,2.0677
Call money,Eonia,Euro area,2004-08,2.0405
Call money,Eonia,Euro area,2004-09,2.0518
Call money,Eonia,Euro area,2004-10,2.1114
Call money,Eonia,Euro area,2004-11,2.085
Call money,Eonia,Euro area,2004-12,2.0535
Call money,Eonia,Euro area,2005-01,2.0771
Call money,Eonia,Euro area,2005-02,2.0585
Call money,Eonia,Euro area,2005-03,2.0567
Call money,Eonia,Euro area,2005-04,2.0757
Call money,Eonia,Euro area,2005-05,2.07
Call money,Eonia,Euro area,2005-06,2.0623
Call money,Eonia,Euro area,2005-07,2.0729
Call money,Eonia,Euro area,2005-08,2.0609
Call money,Eonia,Euro area,2005-09,2.0941
Call money,Eonia,Euro area,2005-10,2.0671
Call money,Eonia,Euro area,2005-11,2.0859
Call money,Eonia,Euro area,2005-12,2.2757
Call money,Eonia,Euro area,2006-01,2.3264
Call money,Eonia,Euro area,2006-02,2.3495
Call money,Eonia,Euro area,2006-03,2.52
Call money,Eonia,Euro area,2006-04,2.6283
Call money,Eonia,Euro area,2006-05,2.5768
Call money,Eonia,Euro area,2006-06,2.6977
Call money,Eonia,Euro area,2006-07,2.8138
Call money,Eonia,Euro area,2006-08,2.9683
Call money,Eonia,Euro area,2006-09,3.041
Call money,Eonia,Euro area,2006-10,3.2782
Call money,Eonia,Euro area,2006-11,3.3277
Call money,Eonia,Euro area,2006-12,3.5011
Call money,Eonia,Euro area,2007-01,3.5632
Call money,Eonia,Euro area,2007-02,3.5695
Call money,Eonia,Euro area,2007-03,3.6909
Call money,Eonia,Euro area,2007-04,3.8195
Call money,Eonia,Euro area,2007-05,3.7905
Call money,Eonia,Euro area,2007-06,3.9557
Call money,Eonia,Euro area,2007-07,4.0632
Call money,Eonia,Euro area,2007-08,4.0474
Call money,Eonia,Euro area,2007-09,4.0286
Call money,Eonia,Euro area,2007-10,3.9414
Call money,Eonia,Euro area,2007-11,4.0221
Call money,Eonia,Euro area,2007-12,3.8791
Call money,Eonia,Euro area,2008-01,4.0218
Call money,Eonia,Euro area,2008-02,4.0279
Call money,Eonia,Euro area,2008-03,4.091
Call money,Eonia,Euro area,2008-04,3.9868
Call money,Eonia,Euro area,2008-05,4.0097
Call money,Eonia,Euro area,2008-06,4.0067
Call money,Eonia,Euro area,2008-07,4.1869
Call money,Eonia,Euro area,2008-08,4.2989
Call money,Eonia,Euro area,2008-09,4.2733
Call money,Eonia,Euro area,2008-10,3.8198
Call money,Eonia,Euro area,2008-11,3.1502
Call money,Eonia,Euro area,2008-12,2.4864
Call money,Eonia,Euro area,2009-01,1.8122
Call money,Eonia,Euro area,2009-02,1.2571
Call money,Eonia,Euro area,2009-03,1.062
Call money,Eonia,Euro area,2009-04,0.8419
Call money,Eonia,Euro area,2009-05,0.7821
Call money,Eonia,Euro area,2009-06,0.698
Call money,Eonia,Euro area,2009-07,0.3576
Call money,Eonia,Euro area,2009-08,0.3475
Call money,Eonia,Euro area,2009-09,0.3632
Call money,Eonia,Euro area,2009-10,0.3587
Call money,Eonia,Euro area,2009-11,0.3624
Call money,Eonia,Euro area,2009-12,0.3546
Call money,Eonia,Euro area,2010-01,0.344
Call money,Eonia,Euro area,2010-02,0.3406
Call money,Eonia,Euro area,2010-03,0.3477
Call money,Eonia,Euro area,2010-04,0.3532
Call money,Eonia,Euro area,2010-05,0.3439
Call money,Eonia,Euro area,2010-06,0.3543
Call money,Eonia,Euro area,2010-07,0.4811
Call money,Eonia,Euro area,2010-08,0.4256
Call money,Eonia,Euro area,2010-09,0.4536
Call money,Eonia,Euro area,2010-10,0.7013
Call money,Eonia,Euro area,2010-11,0.5926
Call money,Eonia,Euro area,2010-12,0.4981
Call money,Eonia,Euro area,2011-01,0.659
Call money,Eonia,Euro area,2011-02,0.7071
Call money,Eonia,Euro area,2011-03,0.6587
Call money,Eonia,Euro area,2011-04,0.9895
Call money,Eonia,Euro area,2011-05,1.0334
Call money,Eonia,Euro area,2011-06,1.124
Call money,Eonia,Euro area,2011-07,1.0118
Call money,Eonia,Euro area,2011-08,0.9058
Call money,Eonia,Euro area,2011-09,1.0055
Call money,Eonia,Euro area,2011-10,0.9596
Call money,Eonia,Euro area,2011-11,0.79
Call money,Eonia,Euro area,2011-12,0.627
Call money,Eonia,Euro area,2012-01,0.38
Call money,Eonia,Euro area,2012-02,0.3656
Call money,Eonia,Euro area,2012-03,0.3567
Call money,Eonia,Euro area,2012-04,0.3451
Call money,Eonia,Euro area,2012-05,0.337
Call money,Eonia,Euro area,2012-06,0.332
Call money,Eonia,Euro area,2012-07,0.1842
Call money,Eonia,Euro area,2012-08,0.1101
Call money,Eonia,Euro area,2012-09,0.0993
Call money,Eonia,Euro area,2012-10,0.0907
Call money,Eonia,Euro area,2012-11,0.0785
Call money,Eonia,Euro area,2012-12,0.0734
Call money,Eonia,Euro area,2013-01,0.069
Call money,Eonia,Euro area,2013-02,0.0676
Call money,Eonia,Euro area,2013-03,0.067
Call money,Eonia,Euro area,2013-04,0.081
Call money,Eonia,Euro area,2013-05,0.079
Call money,Eonia,Euro area,2013-06,0.0862
Call money,Eonia,Euro area,2013-07,0.0931
Call money,Eonia,Euro area,2013-08,0.082
Call money,Eonia,Euro area,2013-09,0.0803
Call money,Eonia,Euro area,2013-10,0.0933
Call money,Eonia,Euro area,2013-11,0.1031
Call money,Eonia,Euro area,2013-12,0.1686
Call money,Eonia,Euro area,2014-01,0.1973
Call money,Eonia,Euro area,2014-02,0.1567
Call money,Eonia,Euro area,2014-03,0.1919
Call money,Eonia,Euro area,2014-04,0.2538
Call money,Eonia,Euro area,2014-05,0.248
Call money,Eonia,Euro area,2014-06,0.0758
Call money,Eonia,Euro area,2014-07,0.0433
Call money,Eonia,Euro area,2014-08,0.0179
Call money,Eonia,Euro area,2014-09,0.0066
Call money,Eonia,Euro area,2014-10,-0.0045
Call money,Eonia,Euro area,2014-11,-0.0116
Call money,Eonia,Euro area,2014-12,-0.0301
Call money,Eonia,Euro area,2015-01,-0.0506
Call money,Eonia,Euro area,2015-02,-0.036
Call money,Eonia,Euro area,2015-03,-0.0504
Call money,Eonia,Euro area,2015-04,-0.0745
Call money,Eonia,Euro area,2015-05,-0.1058
Call money,Eonia,Euro area,2015-06,-0.1185
Call money,Eonia,Euro area,2015-07,-0.1177
Call money,Eonia,Euro area,2015-08,-0.1213
Call money,Eonia,Euro area,2015-09,-0.1357
Call money,Eonia,Euro area,2015-10,-0.1389
Call money,Eonia,Euro area,2015-11,-0.1347
Call money,Eonia,Euro area,2015-12,-0.199
Call money,Eonia,Euro area,2016-01,-0.2387
Call money,Eonia,Euro area,2016-02,-0.2404
Call money,Eonia,Euro area,2016-03,-0.2877
Call money,Eonia,Euro area,2016-04,-0.3378
Call money,Eonia,Euro area,2016-05,-0.338
Call money,Eonia,Euro area,2016-06,-0.3325
Call money,Eonia,Euro area,2016-07,-0.3288
Call money,Eonia,Euro area,2016-08,-0.3388
Call money,Eonia,Euro area,2016-09,-0.343
Call money,Eonia,Euro area,2016-10,-0.3466
Call money,Eonia,Euro area,2016-11,-0.3487
Call money,Eonia,Euro area,2016-12,-0.3504
Call money,Eonia,Euro area,2017-01,-0.3515
Call money,Eonia,Euro area,2017-02,-0.3528
Call money,Eonia,Euro area,2017-03,-0.3535
Call money,Eonia,Euro area,2017-04,-0.3569
Call money,Eonia,Euro area,2017-05,-0.3589
Call money,Eonia,Euro area,2017-06,-0.3587
Call money,Eonia,Euro area,2017-07,-0.3595
Call money,Eonia,Euro area,2017-08,-0.3558
Call money,Eonia,Euro area,2017-09,-0.3581
Call money,Eonia,Euro area,2017-10,-0.359
Call money,Eonia,Euro area,2017-11,-0.3492
Call money,Eonia,Euro area,2017-12,-0.3423
Call money,Eonia,Euro area,2018-01,-0.3624
Call money,Eonia,Euro area,2018-02,-0.3647
Call money,Eonia,Euro area,2018-03,-0.3639
Call money,Eonia,Euro area,2018-04,-0.3657
Call money,Eonia,Euro area,2018-05,-0.3625
Call money,Eonia,Euro area,2018-06,-0.3618
Call money,Eonia,Euro area,2018-07,-0.3636
Call money,Eonia,Euro area,2018-08,-0.3591
Call money,Eonia,Euro area,2018-09,-0.3627
Call money,Eonia,Euro area,2018-10,-0.366
Call money,Eonia,Euro area,2018-11,-0.3613
Call money,Eonia,Euro area,2018-12,-0.3605
Call money,Eonia,Euro area,2019-01,-0.367
Call money,Eonia,Euro area,2019-02,-0.367
Call money,Eonia,Euro area,2019-03,-0.3679
Call money,Eonia,Euro area,2019-04,-0.367
Call money,Eonia,Euro area,2019-05,-0.3666
Call money,Eonia,Euro area,2019-06,-0.3616
Call money,Eonia,Euro area,2019-07,-0.3668
Call money,Eonia,Euro area,2019-08,-0.3612
Call money,Eonia,Euro area,2019-09,-0.4032
Call money,Eonia,Euro area,2019-10,-0.4642
Call money,Eonia,Euro area,2019-11,-0.4513
Call money,Eonia,Euro area,2019-12,-0.4562
Call money,Eonia,Euro area,2020-01,-0.4527
Call money,Eonia,Euro area,2020-02,-0.4533
Call money,Eonia,Euro area,2020-03,-0.4488
Call money,Eonia,Euro area,2020-04,-0.4515
Call money,Eonia,Euro area,2020-05,-0.4562
Call money,Eonia,Euro area,2020-06,-0.4607
Call money,Eonia,Euro area,2020-07,-0.4649
Call money,Eonia,Euro area,2020-08,-0.4677
Call money,Eonia,Euro area,2020-09,-0.469
Call money,Eonia,Euro area,2020-10,-0.4694
Call money,Eonia,Euro area,2020-11,-0.4713
Call money,Eonia,Euro area,2020-12,-0.4723
Call money,Eonia,Euro area,2021-01,-0.4793
Call money,Eonia,Euro area,2021-02,-0.4788
Call money,Eonia,Euro area,2021-03,-0.4793
Call money,Eonia,Euro area,2021-04,-0.4808
Call money,Eonia,Euro area,2021-05,-0.4797
Call money,Eonia,Euro area,2021-06,-0.4796
Call money,Eonia,Euro area,2021-07,-0.4812
Call money,Eonia,Euro area,2021-08,-0.4829
Call money,Eonia,Euro area,2021-09,-0.485
Call money,Eonia,Euro area,2021-10,-0.4856
Call money,Eonia,Euro area,2021-11,-0.488
Call money,Eonia,Euro area,2021-12,-0.4922
Term loans,"Euribor, one-week",Euro area,2001-01,4.81
Term loans,"Euribor, one-week",Euro area,2001-02,4.8298
Term loans,"Euribor, one-week",Euro area,2001-03,4.8172
Term loans,"Euribor, one-week",Euro area,2001-04,4.8768
Term loans,"Euribor, one-week",Euro area,2001-05,4.664
Term loans,"Euribor, one-week",Euro area,2001-06,4.563
Term loans,"Euribor, one-week",Euro area,2001-07,4.5404
Term loans,"Euribor, one-week",Euro area,2001-08,4.5148
Term loans,"Euribor, one-week",Euro area,2001-09,4.0761
Term loans,"Euribor, one-week",Euro area,2001-10,3.8297
Term loans,"Euribor, one-week",Euro area,2001-11,3.4937
Term loans,"Euribor, one-week",Euro area,2001-12,3.3753
Term loans,"Euribor, one-week",Euro area,2002-01,3.3462
Term loans,"Euribor, one-week",Euro area,2002-02,3.3234
Term loans,"Euribor, one-week",Euro area,2002-03,3.3264
Term loans,"Euribor, one-week",Euro area,2002-04,3.3154
Term loans,"Euribor, one-week",Euro area,2002-05,3.3375
Term loans,"Euribor, one-week",Euro area,2002-06,3.359
Term loans,"Euribor, one-week",Euro area,2002-07,3.3358
Term loans,"Euribor, one-week",Euro area,2002-08,3.3202
Term loans,"Euribor, one-week",Euro area,2002-09,3.316
Term loans,"Euribor, one-week",Euro area,2002-10,3.315
Term loans,"Euribor, one-week",Euro area,2002-11,3.3181
Term loans,"Euribor, one-week",Euro area,2002-12,3.0165
Term loans,"Euribor, one-week",Euro area,2003-01,2.8535
Term loans,"Euribor, one-week",Euro area,2003-02,2.8124
Term loans,"Euribor, one-week",Euro area,2003-03,2.6648
Term loans,"Euribor, one-week",Euro area,2003-04,2.5742
Term loans,"Euribor, one-week",Euro area,2003-05,2.6142
Term loans,"Euribor, one-week",Euro area,2003-06,2.2169
Term loans,"Euribor, one-week",Euro area,2003-07,2.1202
Term loans,"Euribor, one-week",Euro area,2003-08,2.1046
Term loans,"Euribor, one-week",Euro area,2003-09,2.1065
Term loans,"Euribor, one-week",Euro area,2003-10,2.0826
Term loans,"Euribor, one-week",Euro area,2003-11,2.062
Term loans,"Euribor, one-week",Euro area,2003-12,2.0871
Term loans,"Euribor, one-week",Euro area,2004-01,2.0631
Term loans,"Euribor, one-week",Euro area,2004-02,2.0553
Term loans,"Euribor, one-week",Euro area,2004-03,2.0473
Term loans,"Euribor, one-week",Euro area,2004-04,2.0522
Term loans,"Euribor, one-week",Euro area,2004-05,2.0502
Term loans,"Euribor, one-week",Euro area,2004-06,2.066
Term loans,"Euribor, one-week",Euro area,2004-07,2.0687
Term loans,"Euribor, one-week",Euro area,2004-08,2.0655
Term loans,"Euribor, one-week",Euro area,2004-09,2.0667
Term loans,"Euribor, one-week",Euro area,2004-10,2.0827
Term loans,"Euribor, one-week",Euro area,2004-11,2.0949
Term loans,"Euribor, one-week",Euro area,2004-12,2.132
Term loans,"Euribor, one-week",Euro area,2005-01,2.0997
Term loans,"Euribor, one-week",Euro area,2005-02,2.0897
Term loans,"Euribor, one-week",Euro area,2005-03,2.0859
Term loans,"Euribor, one-week",Euro area,2005-04,2.0921
Term loans,"Euribor, one-week",Euro area,2005-05,2.095
